Vehicle_ID,Manufacturer,Model,Year,,,,,,Price_USD,,,,,,Units_Sold_2024
720,Canoo,Lifestyle Vehicle,2023,,,,,,"$125,502.71",,,,,,18874
721,Acura,ZDX (with GM Ultium),2017,,,,,,"$121,861.15",,,,,,5470
722,Volkswagen,ID.7,2023,,,,,,"$113,631.44",,,,,,19947
723,Kia,Soul EV,2016,,,,,,"$105,699.84",,,,,,19318
724,Hyundai,Ioniq 5,2015,,,,,,"$82,630.44",,,,,,18485
725,Lotus,Evija,2023,,,,,,"$120,876.03",,,,,,17011
726,Ferrari,Ferrari EV (2025+),2020,,,,,,"$88,396.29",,,,,,9130
727,Kia,Niro EV,2023,,,,,,"$34,769.40",,,,,,6656
728,Ferrari,Roma PHEV,2022,,,,,,"$115,950.11",,,,,,4483
729,Renault,Megane E-Tech,2020,,,,,,"$69,253.89",,,,,,10315
730,Zeekr,Zeekr 001,2023,,,,,,"$105,274.21",,,,,,15876
731,Renault,Kangoo E-Tech,2019,,,,,,"$132,858.82",,,,,,5836
732,Li Auto,L9,2024,,,,,,"$108,832.92",,,,,,12851
733,Fisker,Pear (upcoming),2019,,,,,,"$83,660.75",,,,,,11389
734,XPeng,G6,2022,,,,,,"$33,475.51",,,,,,10407
735,XPeng,P5,2021,,,,,,"$56,273.78",,,,,,6756
736,Jaguar,I-PACE,2017,,,,,,"$40,830.33",,,,,,6896
737,Maserati,Grecale Folgore,2017,,,,,,"$49,368.50",,,,,,656
738,Kia,EV9,2022,,,,,,"$122,689.40",,,,,,4298
739,Toyota,bZ4X,2016,,,,,,"$119,118.24",,,,,,19847
740,VinFast,VF 8,2021,,,,,,"$41,961.51",,,,,,18382
741,Great Wall Motors,ORA Lightning Cat,2023,,,,,,"$144,174.89",,,,,,7605
742,BYD,Dolphin,2024,,,,,,"$147,098.09",,,,,,13211
743,Great Wall Motors,ORA Ballet Cat,2024,,,,,,"$67,374.59",,,,,,8786
744,Rivian,EDV (Electric Delivery Van),2022,,,,,,"$115,064.18",,,,,,2539
745,Volkswagen,ID.2all,2015,,,,,,"$134,369.90",,,,,,4583
746,Lamborghini,Lanzador (upcoming EV),2021,,,,,,"$135,627.14",,,,,,17145
747,Rivian,EDV (Electric Delivery Van),2020,,,,,,"$69,621.26",,,,,,13641
748,Ford,Explorer EV (Europe),2016,,,,,,"$94,527.78",,,,,,18322
749,Fisker,Ocean,2018,,,,,,"$66,690.04",,,,,,19419
750,Kia,Niro EV,2019,,,,,,"$100,478.05",,,,,,15512
751,Mercedes-Benz,EQC,2018,,,,,,"$87,055.68",,,,,,13939
752,Great Wall Motors,ORA Lightning Cat,2019,,,,,,"$76,263.58",,,,,,19837
753,Mercedes-Benz,EQA,2017,,,,,,"$60,064.68",,,,,,11982
754,Opel,Grandland Electric,2020,,,,,,"$51,480.67",,,,,,10170
755,Kia,EV6,2019,,,,,,"$62,994.17",,,,,,1875
756,Canoo,Lifestyle Vehicle,2022,,,,,,"$134,992.42",,,,,,5019
757,Peugeot,e-2008,2017,,,,,,"$106,497.38",,,,,,546
758,Skoda,Enyaq Coupe,2017,,,,,,"$142,865.42",,,,,,4833
759,Toyota,bZ4X,2017,,,,,,"$79,110.18",,,,,,2821
760,Changan,SL03,2016,,,,,,"$100,937.82",,,,,,8084
761,Skoda,Elroq (upcoming),2018,,,,,,"$114,709.68",,,,,,8939
762,Porsche,Panamera EV,2019,,,,,,"$73,633.58",,,,,,12637
763,Maserati,Grecale Folgore,2021,,,,,,"$113,958.46",,,,,,7151
764,Honda,e:Ny1,2016,,,,,,"$100,418.49",,,,,,11759
765,Mercedes-Benz,EQS SUV,2022,,,,,,"$72,960.54",,,,,,18873
766,Zeekr,Zeekr 007,2022,,,,,,"$87,906.91",,,,,,3534
767,Zeekr,Zeekr 009,2024,,,,,,"$136,391.43",,,,,,1762
768,Subaru,Solterra,2020,,,,,,"$54,048.78",,,,,,8019
769,Skoda,Elroq (upcoming),2020,,,,,,"$112,414.37",,,,,,3139
770,Volkswagen,ID.5,2017,,,,,,"$117,644.65",,,,,,881
771,Cadillac,Lyriq,2018,,,,,,"$120,202.14",,,,,,3042
772,NIO,ET9,2021,,,,,,"$145,021.53",,,,,,11347
773,Renault,Megane E-Tech,2025,,,,,,"$45,448.74",,,,,,13843
774,Subaru,Solterra,2019,,,,,,"$123,720.42",,,,,,17423
775,Skoda,Enyaq,2017,,,,,,"$127,540.21",,,,,,15081
776,BMW,iX1,2025,,,,,,"$32,823.64",,,,,,1167
777,Jaguar,I-PACE,2015,,,,,,"$41,348.71",,,,,,7998
778,Canoo,MPDV,2024,,,,,,"$103,122.42",,,,,,9895
779,XPeng,P7,2017,,,,,,"$82,012.23",,,,,,1600
780,Ferrari,Roma PHEV,2018,,,,,,"$110,572.76",,,,,,6787
781,VinFast,VF 9,2025,,,,,,"$56,978.97",,,,,,19264
782,Acura,ZDX (with GM Ultium),2023,,,,,,"$68,357.14",,,,,,12781
783,XPeng,P7,2025,,,,,,"$71,435.90",,,,,,968
784,GMC,Hummer EV Pickup,2024,,,,,,"$64,066.52",,,,,,4046
785,XPeng,G6,2018,,,,,,"$148,125.93",,,,,,11900
786,Kia,EV6,2023,,,,,,"$85,669.67",,,,,,10946
787,Genesis,GV70 Electric,2025,,,,,,"$79,235.26",,,,,,19646
788,Renault,Kangoo E-Tech,2015,,,,,,"$144,221.53",,,,,,5288
789,BYD,Seagull,2018,,,,,,"$65,157.83",,,,,,5795
790,MG,MG ZS EV,2024,,,,,,"$116,645.55",,,,,,12626
791,VinFast,VF 9,2019,,,,,,"$129,330.46",,,,,,16762
792,Genesis,G80 Electric,2021,,,,,,"$99,577.44",,,,,,15813
793,Honda,e:Ny1,2020,,,,,,"$120,837.67",,,,,,9020
794,Chevrolet,Bolt EUV,2017,,,,,,"$115,656.38",,,,,,5060
795,Faraday Future,FF 91,2017,,,,,,"$33,360.56",,,,,,16935
796,Great Wall Motors,ORA Ballet Cat,2017,,,,,,"$75,357.45",,,,,,2121
797,Volvo,EX30,2018,,,,,,"$72,780.18",,,,,,7483
798,Lucid Motors,Lucid Gravity,2025,,,,,,"$62,576.83",,,,,,8390
799,Porsche,Macan EV,2018,,,,,,"$61,891.60",,,,,,4343
800,Subaru,Solterra,2018,,,,,,"$94,432.04",,,,,,2732
801,Lucid Motors,Lucid Air,2023,,,,,,"$99,805.63",,,,,,16
802,Citroen,ë-Spacetourer,2024,,,,,,"$91,704.03",,,,,,16484
803,Acura,ZDX (with GM Ultium),2016,,,,,,"$146,922.53",,,,,,14522
804,Acura,ZDX (with GM Ultium),2018,,,,,,"$66,646.06",,,,,,5065
805,Mercedes-Benz,EQB,2021,,,,,,"$91,975.96",,,,,,9948
806,Ford,E-Transit,2020,,,,,,"$81,035.75",,,,,,13395
807,Genesis,GV70 Electric,2022,,,,,,"$116,000.72",,,,,,18349
808,Lucid Motors,Lucid Air,2024,,,,,,"$49,250.15",,,,,,12781
809,Dacia,Bigster EV (upcoming),2018,,,,,,"$36,733.75",,,,,,2424
810,Opel,Grandland Electric,2021,,,,,,"$97,420.37",,,,,,9549
811,Nissan,Leaf,2016,,,,,,"$73,347.55",,,,,,11868
812,Lucid Motors,Lucid DreamDrive,2019,,,,,,"$107,068.83",,,,,,16785
813,Nissan,Ariya,2015,,,,,,"$70,050.31",,,,,,2874
814,Changan,Q05,2025,,,,,,"$85,885.82",,,,,,17292
815,Peugeot,e-5008,2015,,,,,,"$57,027.59",,,,,,14999
816,Mini,Mini Electric,2024,,,,,,"$47,794.06",,,,,,4172
817,Fisker,Ocean,2020,,,,,,"$49,594.67",,,,,,14406
818,NIO,ET5,2022,,,,,,"$83,617.49",,,,,,16603
819,Renault,Megane E-Tech,2017,,,,,,"$73,006.84",,,,,,16670
820,Changan,SL03,2015,,,,,,"$143,487.81",,,,,,12769
821,Nissan,Ariya,2025,,,,,,"$31,112.87",,,,,,19536
822,Peugeot,e-3008,2020,,,,,,"$142,354.99",,,,,,6687
823,XPeng,G9,2019,,,,,,"$136,658.45",,,,,,17209
824,Mercedes-Benz,EQS,2015,,,,,,"$43,489.27",,,,,,23
825,Great Wall Motors,ORA Lightning Cat,2019,,,,,,"$110,211.83",,,,,,4672
826,Mini,Mini Electric,2016,,,,,,"$60,080.48",,,,,,8740
827,Rimac,Nevera,2020,,,,,,"$125,972.57",,,,,,5304
828,Rimac,Nevera,2024,,,,,,"$128,038.74",,,,,,3860
829,Toyota,Lexus UX 300e,2023,,,,,,"$126,838.62",,,,,,8613
830,VinFast,VF 8,2021,,,,,,"$147,010.55",,,,,,10060
831,Zeekr,Zeekr 001,2023,,,,,,"$111,668.92",,,,,,18444
832,Lotus,Eletre,2023,,,,,,"$42,016.57",,,,,,13894
833,Toyota,bZ4X,2021,,,,,,"$86,160.50",,,,,,6840
834,GMC,Hummer EV Pickup,2015,,,,,,"$121,751.15",,,,,,8145
835,Audi,e-tron GT,2019,,,,,,"$47,089.01",,,,,,19609
836,Volvo,EX90,2019,,,,,,"$135,627.23",,,,,,15287
837,Jeep,Grand Cherokee 4xe (PHEV),2022,,,,,,"$117,811.12",,,,,,13817
838,Acura,ZDX (with GM Ultium),2019,,,,,,"$69,459.56",,,,,,7954
839,Mahindra,XUV400,2024,,,,,,"$130,489.44",,,,,,3230
840,Kia,Soul EV,2018,,,,,,"$116,194.68",,,,,,1221
841,Canoo,MPDV,2021,,,,,,"$143,513.97",,,,,,11750
842,Fisker,Pear (upcoming),2018,,,,,,"$148,917.08",,,,,,5637
843,Hyundai,Ioniq 6,2020,,,,,,"$66,700.22",,,,,,6624
844,Dacia,Bigster EV (upcoming),2020,,,,,,"$145,117.00",,,,,,18365
845,Citroen,Ami,2023,,,,,,"$40,865.07",,,,,,4359
846,Kia,EV6,2024,,,,,,"$34,892.74",,,,,,7175
847,Volvo,EX90,2025,,,,,,"$32,492.87",,,,,,13511
848,Lotus,Evija,2021,,,,,,"$114,809.51",,,,,,17706
849,Audi,e-tron GT,2020,,,,,,"$99,475.02",,,,,,7465
850,Fisker,Ocean,2022,,,,,,"$89,655.95",,,,,,1885
851,Great Wall Motors,ORA Ballet Cat,2017,,,,,,"$143,682.14",,,,,,12984
852,Mini,Mini Cooper SE,2019,,,,,,"$125,809.96",,,,,,222
853,BMW,iX3,2020,,,,,,"$93,572.64",,,,,,5938
854,Genesis,G80 Electric,2016,,,,,,"$143,883.59",,,,,,10197
855,Porsche,Cayenne Electric (upcoming),2019,,,,,,"$72,144.08",,,,,,19862
856,Lamborghini,Revuelto (PHEV),2025,,,,,,"$76,170.42",,,,,,16325
857,Maserati,Grecale Folgore,2020,,,,,,"$98,878.20",,,,,,17615
858,Faraday Future,FF 91,2019,,,,,,"$89,718.13",,,,,,12741
859,Jaguar,I-PACE,2020,,,,,,"$78,514.16",,,,,,19370
860,Lotus,Eletre,2025,,,,,,"$107,183.82",,,,,,13969
861,Zeekr,Zeekr 007,2016,,,,,,"$103,159.59",,,,,,1364
862,Hyundai,Ioniq 6,2024,,,,,,"$118,710.85",,,,,,1718
863,Zeekr,Zeekr X,2023,,,,,,"$143,995.72",,,,,,510
864,NIO,ES6,2016,,,,,,"$139,829.40",,,,,,5109
865,Cadillac,Lyriq,2024,,,,,,"$115,220.69",,,,,,335
866,Canoo,Pickup,2021,,,,,,"$31,251.56",,,,,,7306
867,Acura,ZDX (with GM Ultium),2016,,,,,,"$69,285.43",,,,,,9386
868,Ferrari,Roma PHEV,2016,,,,,,"$96,570.00",,,,,,3650
869,Chevrolet,Silverado EV,2017,,,,,,"$103,838.50",,,,,,6895
870,Rimac,Nevera,2024,,,,,,"$72,014.07",,,,,,6028
871,Lucid Motors,Lucid Gravity,2025,,,,,,"$59,493.13",,,,,,2134
872,Lotus,Evija,2015,,,,,,"$47,218.38",,,,,,12698
873,Jaguar,I-PACE,2025,,,,,,"$139,297.37",,,,,,16074
874,Honda,Honda Prologue,2025,,,,,,"$135,533.32",,,,,,5253
875,Peugeot,e-208,2021,,,,,,"$135,576.60",,,,,,13799
876,Changan,Q05,2022,,,,,,"$109,844.81",,,,,,11908
877,Lamborghini,Lanzador (upcoming EV),2020,,,,,,"$95,139.44",,,,,,18077
878,Mini,Mini Cooper SE,2023,,,,,,"$76,316.48",,,,,,13168
879,VinFast,VF 7,2017,,,,,,"$88,402.20",,,,,,2809
880,Tesla,Model S,2020,,,,,,"$48,072.35",,,,,,15567
881,Dacia,Jogger Hybrid,2019,,,,,,"$48,242.03",,,,,,15386
882,Toyota,Lexus UX 300e,2018,,,,,,"$34,725.40",,,,,,14448
883,Ferrari,SF90 Stradale (PHEV),2022,,,,,,"$148,537.84",,,,,,3636
884,Lucid Motors,Lucid DreamDrive,2020,,,,,,"$148,028.51",,,,,,6292
885,Toyota,Lexus UX 300e,2015,,,,,,"$114,061.79",,,,,,15010
886,Hyundai,Ioniq 6,2023,,,,,,"$32,305.46",,,,,,12292
887,BYD,Atto 3,2021,,,,,,"$96,285.92",,,,,,10440
888,Jaguar,I-PACE,2017,,,,,,"$37,795.10",,,,,,11178
889,Audi,e-tron GT,2024,,,,,,"$69,708.08",,,,,,2659
890,Hyundai,Kona Electric,2015,,,,,,"$39,529.43",,,,,,6096
891,Mazda,MX-30,2022,,,,,,"$61,591.39",,,,,,6129
892,Citroen,ë-C4,2017,,,,,,"$90,798.53",,,,,,8246
893,Citroen,ë-C4,2016,,,,,,"$128,124.42",,,,,,19272
894,Seat,Avenger,2024,,,,,,"$127,315.84",,,,,,7474
895,Mercedes-Benz,EQC,2020,,,,,,"$131,577.79",,,,,,13749
896,Volkswagen,ID.2all,2020,,,,,,"$31,674.02",,,,,,15475
897,Toyota,Lexus RZ,2018,,,,,,"$132,457.76",,,,,,15969
898,BMW,i4,2016,,,,,,"$46,977.34",,,,,,5197
899,Acura,ZDX (with GM Ultium),2025,,,,,,"$70,931.67",,,,,,8064
900,Rimac,Nevera,2020,,,,,,"$96,599.49",,,,,,7501
901,Jeep,Grand Cherokee 4xe (PHEV),2018,,,,,,"$135,687.38",,,,,,8716
902,Geely,Geometry C,2018,,,,,,"$123,331.11",,,,,,18411
903,VinFast,VF 8,2020,,,,,,"$107,500.99",,,,,,17154
904,Mazda,MX-30,2021,,,,,,"$54,508.80",,,,,,15235
905,Geely,Emgrand EV,2021,,,,,,"$62,826.25",,,,,,555
906,BMW,i4,2023,,,,,,"$105,466.84",,,,,,9270
907,Ferrari,Ferrari EV (2025+),2015,,,,,,"$141,233.85",,,,,,11806
908,Pininfarina,Battista,2021,,,,,,"$92,961.52",,,,,,5212
909,Citroen,ë-Spacetourer,2018,,,,,,"$131,147.18",,,,,,4511
910,Rimac,Nevera,2021,,,,,,"$64,756.73",,,,,,7520
911,Mahindra,XUV400,2020,,,,,,"$129,484.40",,,,,,8704
912,BYD,Atto 3,2021,,,,,,"$69,246.97",,,,,,19771
913,Mini,Mini Aceman,2021,,,,,,"$119,137.61",,,,,,7023
914,Canoo,Pickup,2020,,,,,,"$136,125.65",,,,,,6761
915,Renault,Kangoo E-Tech,2020,,,,,,"$87,621.07",,,,,,3514
916,Nissan,Leaf,2015,,,,,,"$98,173.31",,,,,,12216
917,Toyota,Lexus RZ,2025,,,,,,"$61,527.08",,,,,,15614
918,Tesla,Model S,2016,,,,,,"$114,345.21",,,,,,979
919,Mahindra,Born Electric (upcoming range),2022,,,,,,"$145,131.47",,,,,,8911
920,Polestar,Polestar 5 (upcoming),2015,,,,,,"$114,353.63",,,,,,12035
921,Canoo,Pickup,2023,,,,,,"$94,892.04",,,,,,9582
922,Canoo,MPDV,2022,,,,,,"$60,384.04",,,,,,5383
923,Pininfarina,Battista,2024,,,,,,"$98,843.11",,,,,,16429
924,Chevrolet,Equinox EV,2016,,,,,,"$112,081.28",,,,,,12942
925,Mini,Mini Cooper SE,2018,,,,,,"$107,268.27",,,,,,10045
926,Citroen,ë-Spacetourer,2019,,,,,,"$52,920.79",,,,,,2196
927,Geely,Geometry A,2021,,,,,,"$74,989.91",,,,,,16100
928,Mahindra,Born Electric (upcoming range),2020,,,,,,"$122,374.49",,,,,,12450
929,Mahindra,XUV400,2022,,,,,,"$115,873.02",,,,,,10579
930,Lamborghini,Lanzador (upcoming EV),2018,,,,,,"$111,029.12",,,,,,12719
931,Genesis,GV60,2019,,,,,,"$84,207.11",,,,,,5072
932,Lucid Motors,Lucid Gravity,2022,,,,,,"$35,264.96",,,,,,14570
933,Jaguar,I-PACE,2017,,,,,,"$74,001.08",,,,,,17808
934,Li Auto,MEGA,2015,,,,,,"$40,469.15",,,,,,3965
935,Mercedes-Benz,EQS,2024,,,,,,"$87,345.57",,,,,,9841
936,Peugeot,e-5008,2015,,,,,,"$109,909.34",,,,,,15741
937,Lucid Motors,Lucid DreamDrive,2022,,,,,,"$106,007.59",,,,,,15652
938,Audi,A6 e-tron (upcoming),2017,,,,,,"$129,357.08",,,,,,6311
939,Renault,Scenic E-Tech,2021,,,,,,"$45,279.16",,,,,,19627
940,Mazda,Mazda EV (upcoming models),2016,,,,,,"$114,536.92",,,,,,11189
941,Maserati,GranTurismo Folgore,2019,,,,,,"$134,539.09",,,,,,4497
942,Pininfarina,Battista,2022,,,,,,"$62,185.40",,,,,,18547
943,Fisker,Pear (upcoming),2018,,,,,,"$101,731.26",,,,,,11845
944,Maserati,GranTurismo Folgore,2018,,,,,,"$116,729.11",,,,,,16284
945,Polestar,Polestar 5 (upcoming),2022,,,,,,"$47,560.79",,,,,,2180
946,Faraday Future,FF 91,2022,,,,,,"$80,459.18",,,,,,14325
947,Rimac,Nevera,2017,,,,,,"$38,433.60",,,,,,13869
948,Chevrolet,Equinox EV,2015,,,,,,"$58,881.63",,,,,,4971
949,Lamborghini,Lanzador (upcoming EV),2018,,,,,,"$103,955.60",,,,,,4081
950,Polestar,Polestar 5 (upcoming),2018,,,,,,"$63,536.48",,,,,,14619
951,Volvo,XC40 Recharge,2016,,,,,,"$76,137.06",,,,,,16106
952,VinFast,VFe34 (discontinued),2020,,,,,,"$102,786.47",,,,,,13238
953,Rivian,R1S,2020,,,,,,"$75,533.29",,,,,,716
954,Ferrari,Roma PHEV,2020,,,,,,"$40,735.31",,,,,,5522
955,Jeep,Grand Cherokee 4xe (PHEV),2015,,,,,,"$139,901.99",,,,,,14847
956,Mazda,MX-30,2021,,,,,,"$49,995.46",,,,,,5765
957,Lamborghini,Lanzador (upcoming EV),2021,,,,,,"$39,245.70",,,,,,12089
958,Porsche,Macan EV,2023,,,,,,"$50,615.35",,,,,,4422
959,BMW,i7,2017,,,,,,"$63,513.25",,,,,,1385
960,NIO,ET9,2015,,,,,,"$77,402.03",,,,,,19841
961,Dacia,Bigster EV (upcoming),2019,,,,,,"$34,370.00",,,,,,12318
962,BYD,Han EV,2020,,,,,,"$106,614.44",,,,,,8011
963,Nissan,Leaf,2022,,,,,,"$54,563.09",,,,,,9680
964,BMW,i4,2022,,,,,,"$65,274.12",,,,,,2220
965,Pininfarina,Battista,2019,,,,,,"$115,332.60",,,,,,14691
966,Pininfarina,Battista,2020,,,,,,"$100,274.54",,,,,,18558
967,Audi,e-tron GT,2021,,,,,,"$121,453.05",,,,,,9925
968,Volkswagen,ID.4,2021,,,,,,"$98,182.42",,,,,,2165
969,Changan,SL03,2025,,,,,,"$71,128.46",,,,,,10833
970,Mini,Mini Cooper SE,2023,,,,,,"$123,395.53",,,,,,9849
971,Renault,Kangoo E-Tech,2015,,,,,,"$47,756.64",,,,,,17767
972,BYD,Dolphin,2021,,,,,,"$104,766.98",,,,,,13573
973,Nissan,Ariya,2020,,,,,,"$77,561.36",,,,,,11013
974,Cadillac,Celestiq,2024,,,,,,"$118,491.62",,,,,,4977
975,Tesla,Model Y,2017,,,,,,"$140,170.03",,,,,,3275
976,Jeep,Wrangler 4xe (PHEV),2015,,,,,,"$137,646.74",,,,,,2348
977,Mazda,MX-30,2016,,,,,,"$113,993.13",,,,,,5334
978,Great Wall Motors,ORA Lightning Cat,2020,,,,,,"$141,659.65",,,,,,1205
979,BMW,iX1,2016,,,,,,"$38,813.06",,,,,,4017
980,Mini,Mini Aceman,2023,,,,,,"$108,741.80",,,,,,8263
981,Porsche,Cayenne Electric (upcoming),2022,,,,,,"$127,893.74",,,,,,8211
982,Hyundai,Ioniq 7 (upcoming),2020,,,,,,"$89,442.92",,,,,,11820
983,Pininfarina,Battista,2020,,,,,,"$69,902.15",,,,,,6444
984,Opel,Grandland Electric,2015,,,,,,"$120,692.83",,,,,,15548
985,Changan,Q05,2024,,,,,,"$66,033.90",,,,,,140
986,Volvo,XC40 Recharge,2018,,,,,,"$145,036.49",,,,,,10033
987,Mini,Mini Electric,2022,,,,,,"$132,628.07",,,,,,14073
988,Pininfarina,Battista,2022,,,,,,"$65,078.00",,,,,,9462
989,Maserati,Grecale Folgore,2016,,,,,,"$37,917.87",,,,,,17517
990,MG,MG ZS EV,2022,,,,,,"$41,043.61",,,,,,2831
991,Mercedes-Benz,EQE,2020,,,,,,"$140,965.67",,,,,,3393
992,Opel,Mokka-e,2018,,,,,,"$119,728.12",,,,,,12087
993,Chevrolet,Bolt EV,2022,,,,,,"$142,070.41",,,,,,4393
994,Cadillac,Optiq (upcoming),2023,,,,,,"$149,536.28",,,,,,10389
995,Subaru,Solterra,2019,,,,,,"$149,808.37",,,,,,17398
996,Audi,Q8 e-tron,2019,,,,,,"$69,330.46",,,,,,3715
997,Honda,Honda Prologue,2020,,,,,,"$39,460.66",,,,,,17987
998,Seat,Avenger,2023,,,,,,"$34,888.49",,,,,,19277
999,Kia,EV9,2015,,,,,,"$100,902.46",,,,,,3403
1000,Faraday Future,FF 91,2022,,,,,,"$128,661.08",,,,,,18897
1001,Opel,Corsa-e,2022,,,,,,"$76,612.94",,,,,,9426
1002,Polestar,Polestar 2,2021,,,,,,"$78,665.40",,,,,,8152
1003,Dacia,Jogger Hybrid,2018,,,,,,"$45,955.45",,,,,,450
1004,Kia,EV6,2018,,,,,,"$69,013.39",,,,,,4781
1005,NIO,ES8,2018,,,,,,"$143,897.16",,,,,,1952
1006,Changan,Q05,2019,,,,,,"$63,519.37",,,,,,7350
1007,Lucid Motors,Lucid DreamDrive,2019,,,,,,"$56,467.88",,,,,,16701
1008,Ford,Mustang Mach-E,2019,,,,,,"$108,995.26",,,,,,7904
1009,Honda,e:Ny1,2025,,,,,,"$147,294.21",,,,,,18610
1010,Tesla,Model Y,2018,,,,,,"$126,551.18",,,,,,11694
1011,NIO,EL7,2024,,,,,,"$72,825.68",,,,,,2499
1012,Ferrari,SF90 Stradale (PHEV),2018,,,,,,"$149,514.73",,,,,,7029
1013,BYD,Han EV,2015,,,,,,"$63,649.31",,,,,,3064
1014,VinFast,VFe34 (discontinued),2023,,,,,,"$112,679.60",,,,,,7089
1015,Pininfarina,Battista,2016,,,,,,"$113,565.49",,,,,,18733
1016,Mini,Mini Cooper SE,2018,,,,,,"$53,502.73",,,,,,4407
1017,Jaguar,I-PACE,2020,,,,,,"$81,818.70",,,,,,12272
1018,Maserati,Grecale Folgore,2025,,,,,,"$55,414.22",,,,,,17047
1019,Lamborghini,Lanzador (upcoming EV),2022,,,,,,"$80,986.36",,,,,,6431
1020,Mazda,Mazda EV (upcoming models),2023,,,,,,"$45,213.47",,,,,,12930
1021,Jeep,Grand Cherokee 4xe (PHEV),2015,,,,,,"$58,857.95",,,,,,2738
1022,Lotus,Evija,2016,,,,,,"$35,282.23",,,,,,16972
1023,GMC,Hummer EV SUV,2016,,,,,,"$68,621.09",,,,,,793
1024,Nissan,Leaf,2020,,,,,,"$52,850.64",,,,,,19820
1025,Renault,5 E-Tech,2020,,,,,,"$61,296.49",,,,,,16093
1026,Opel,Corsa-e,2017,,,,,,"$86,264.93",,,,,,8561
1027,NIO,ES8,2025,,,,,,"$78,622.00",,,,,,12109
1028,BMW,i4,2019,,,,,,"$96,305.20",,,,,,18293
1029,GMC,Hummer EV SUV,2015,,,,,,"$37,285.41",,,,,,17343
1030,Tesla,Model X,2025,,,,,,"$86,837.01",,,,,,13097
1031,Polestar,Polestar 3,2025,,,,,,"$92,606.82",,,,,,4276
1032,Renault,Kangoo E-Tech,2018,,,,,,"$134,813.30",,,,,,9522
1033,Porsche,Cayenne Electric (upcoming),2018,,,,,,"$145,106.21",,,,,,9522
1034,Ferrari,Ferrari EV (2025+),2023,,,,,,"$74,204.62",,,,,,19991
1035,BMW,iX3,2020,,,,,,"$64,965.15",,,,,,10324
1036,Jaguar,I-PACE,2018,,,,,,"$101,982.62",,,,,,7900
1037,Hyundai,Ioniq 5,2022,,,,,,"$34,705.34",,,,,,16274
1038,NIO,ET7,2022,,,,,,"$52,179.46",,,,,,3670
1039,Volkswagen,ID.2all,2024,,,,,,"$106,420.01",,,,,,100
1040,Skoda,Enyaq,2021,,,,,,"$39,150.23",,,,,,17669
1041,Volvo,C40 Recharge,2021,,,,,,"$120,782.54",,,,,,16575
1042,Audi,e-tron GT,2022,,,,,,"$142,053.35",,,,,,12020
1043,Nissan,Ariya,2018,,,,,,"$119,250.86",,,,,,1381
1044,BMW,iX1,2018,,,,,,"$121,528.34",,,,,,5751
1045,Honda,Honda Prologue,2020,,,,,,"$43,052.84",,,,,,17186
1046,Mazda,MX-30,2016,,,,,,"$148,217.63",,,,,,17321
1047,Li Auto,L7,2018,,,,,,"$110,043.09",,,,,,2124
1048,Mazda,MX-30,2015,,,,,,"$101,742.04",,,,,,9712
1049,Genesis,G80 Electric,2016,,,,,,"$106,413.24",,,,,,10144
1050,GMC,Hummer EV Pickup,2017,,,,,,"$46,955.07",,,,,,15498
1051,XPeng,P7,2022,,,,,,"$50,869.75",,,,,,19739
1052,Genesis,GV70 Electric,2023,,,,,,"$147,712.40",,,,,,18555
1053,Zeekr,Zeekr 009,2015,,,,,,"$121,572.63",,,,,,12396
1054,Li Auto,L7,2018,,,,,,"$129,673.70",,,,,,8255
1055,Opel,Mokka-e,2021,,,,,,"$62,628.17",,,,,,16839
1056,Cadillac,Celestiq,2021,,,,,,"$39,006.81",,,,,,1570
1057,NIO,ET5,2024,,,,,,"$68,567.13",,,,,,13472
1058,Ford,Mustang Mach-E,2020,,,,,,"$82,877.95",,,,,,13212
1059,Mini,Mini Electric,2024,,,,,,"$89,051.29",,,,,,2188
1060,Nissan,Ariya,2023,,,,,,"$84,463.97",,,,,,11296
1061,Kia,EV9,2023,,,,,,"$137,893.67",,,,,,13824
1062,Canoo,MPDV,2025,,,,,,"$52,846.46",,,,,,5527
1063,Rimac,Nevera,2017,,,,,,"$41,341.95",,,,,,13053
1064,Maserati,Grecale Folgore,2017,,,,,,"$50,438.18",,,,,,16107
1065,Maserati,Grecale Folgore,2016,,,,,,"$95,535.01",,,,,,7590
1066,Polestar,Polestar 2,2023,,,,,,"$57,468.99",,,,,,14047
1067,Skoda,Enyaq,2022,,,,,,"$78,610.16",,,,,,17715
1068,Hyundai,Ioniq 5,2017,,,,,,"$77,202.81",,,,,,8680
1069,Ferrari,SF90 Stradale (PHEV),2016,,,,,,"$98,474.19",,,,,,19353
1070,Opel,Grandland Electric,2019,,,,,,"$134,169.32",,,,,,7530
1071,Maserati,GranTurismo Folgore,2024,,,,,,"$65,776.47",,,,,,2752
1072,Fisker,Pear (upcoming),2025,,,,,,"$82,968.67",,,,,,17670
1073,Porsche,Taycan,2024,,,,,,"$37,617.73",,,,,,18828
1074,MG,MG ES5,2017,,,,,,"$119,971.74",,,,,,7781
1075,BMW,iX3,2019,,,,,,"$76,818.53",,,,,,4090
1076,Toyota,Lexus UX 300e,2017,,,,,,"$51,906.72",,,,,,9639
1077,Acura,ZDX (with GM Ultium),2025,,,,,,"$129,637.00",,,,,,8543
1078,Skoda,Elroq (upcoming),2020,,,,,,"$143,402.93",,,,,,7283
